,Date,Year,Type,Country,Sex,Age,Fatal (Y/N),Time,Fatal,Male,Female
3893,18-Jun-1961,1961.0,Unprovoked,USA,M,25,N,Tarde,0,1,0
3894,06-Jun-1961,1961.0,Boating,USA,M,Não informada,N,Manhã,0,1,0
3895,02-Jun-1961,1961.0,Unprovoked,NEW BRITAIN,M,Não informada,N,Manhã,0,1,0
3896,01-Jun-1961,1961.0,Provoked,PAPUA NEW GUINEA,M,19,N,Manhã,0,1,0
3897,21-May-1961,1961.0,Unprovoked,USA,M,20,N,Manhã,0,1,0
3898,17-May-1961,1961.0,Unprovoked,NEW BRITAIN,M,Não informada,N,Manhã,0,1,0
3899,15-May-1961,1961.0,Unprovoked,USA,M,52,N,Manhã,0,1,0
3900,07-May-1961,1961.0,Provoked,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
3901,30-Apr-1961,1961.0,Invalid,USA,M,10,N,Tarde,0,1,0
3902,25-Apr-1961,1961.0,Provoked,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
3903,21-Apr-1961,1961.0,Unprovoked,MOZAMBIQUE,M,37,N,Manhã,0,1,0
3904,17-Apr-1961,1961.0,Provoked,SOUTH AFRICA,M,Não informada,N,Manhã,0,1,0
3905,16-Apr-1961,1961.0,Unprovoked,USA,M,22,N,Manhã,0,1,0
3906,16-Apr-1961,1961.0,Provoked,AUSTRALIA,M,21,N,Manhã,0,1,0
3907,14-Apr-1961,1961.0,Unprovoked,AUSTRALIA,M,40,N,Noite,0,1,0
3908,09-Apr-1961,1961.0,Unprovoked,MOZAMBIQUE,M,38,Y,Manhã,1,1,0
3910,03-Apr-1961,1961.0,Unprovoked,AUSTRALIA,M,24,N,Manhã,0,1,0
3912,30-Mar-1961,1961.0,Unprovoked,AUSTRALIA,M,24,N,Manhã,0,1,0
3913,18-Mar-1961,1961.0,Unprovoked,AUSTRALIA,M,24,N,Tarde,0,1,0
3914,14-Mar-1961,1961.0,Provoked,AUSTRALIA,F,Não informada,N,Manhã,0,0,1
3915,12-Mar-1961,1961.0,Unprovoked,AUSTRALIA,M,21,N,Tarde,0,1,0
3916,09-Mar-1961,1961.0,Unprovoked,NORTH PACIFIC OCEAN,M,33,N,Tarde,0,1,0
3917,07-Mar-1961,1961.0,Provoked,SOUTH AFRICA,M,44,N,Manhã,0,1,0
3919,17-Feb-1961,1961.0,Provoked,USA,M,30,N,Manhã,0,1,0
3920,17-Feb-1961,1961.0,Unprovoked,AUSTRALIA,F,Não informada,N,Tarde,0,0,1
3921,16-Feb-1961,1961.0,Unprovoked,JAMAICA,M,Não informada,Y,Manhã,1,1,0
3922,12-Feb-1961,1961.0,Unprovoked,SOUTH AFRICA,M,27,N,Tarde,0,1,0
3923,01-Feb-1961,1961.0,Unprovoked,SOUTH AFRICA,M,14,Y,Tarde,1,1,0
3924,01-Feb-1961,1961.0,Unprovoked,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
3927,22-Jan-1961,1961.0,Unprovoked,SOUTH AFRICA,M,15,N,Tarde,0,1,0
3928,15-Jan-1961,1961.0,Provoked,AUSTRALIA,M,27,N,Manhã,0,1,0
3929,06-Jan-1961,1961.0,Unprovoked,SOUTH AFRICA,M,13,N,Noite,0,1,0
3931,06-Jan-1961,1961.0,Provoked,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
3932,05-Jan-1961,1961.0,Unprovoked,MOZAMBIQUE,M,Não informada,N,Tarde,0,1,0
3933,03-Jan-1961,1961.0,Unprovoked,SOUTH AFRICA,M,26,N,Tarde,0,1,0
3937,01-Jan-1961,1961.0,Unprovoked,COLUMBIA,M,Não informada,N,Manhã,0,1,0
3941,27-Dec-1960,1960.0,Unprovoked,USA,M,Não informada,Y,Manhã,1,1,0
3942,27-Dec-1960,1960.0,Unprovoked,AUSTRALIA,F,27,N,Manhã,0,0,1
3943,24-Dec-1960,1960.0,Unprovoked,SOUTH AFRICA,M,25,Y,Tarde,1,1,0
3944,20-Dec-1960,1960.0,Unprovoked,AUSTRALIA,M,33,N,Manhã,0,1,0
3945,01-Dec-1960,1960.0,Unprovoked,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
3946,27-Nov-1960,1960.0,Unprovoked,AUSTRALIA,M,41,N,Tarde,0,1,0
3947,22-Nov-1960,1960.0,Invalid,USA,F,51,N,Manhã,0,0,1
3948,11-Nov-1960,1960.0,Provoked,AUSTRALIA,M,17,N,Tarde,0,1,0
3949,06-Nov-1960,1960.0,Unprovoked,AUSTRALIA,M,24,N,Manhã,0,1,0
3953,25-Oct-1960,1960.0,Boating,USA,M,36,N,Tarde,0,1,0
3955,01-Oct-1960,1960.0,Invalid,AUSTRALIA,M,24,N,Manhã,0,1,0
3961,24-Sep-1960,1960.0,Provoked,USA,M,Não informada,N,Manhã,0,1,0
3962,22-Sep-1960,1960.0,Boating,PACIFIC OCEAN,M,Não informada,N,Manhã,0,1,0
3964,02-Sep-1960,1960.0,Invalid,MARSHALL ISLANDS,M,Não informada,N,Manhã,0,1,0
3965,01-Sep-1960,1960.0,Invalid,MARSHALL ISLANDS,M,Não informada,N,Manhã,0,1,0
3966,30-Aug-1960,1960.0,Unprovoked,USA,M,25,N,Tarde,0,1,0
3968,25-Aug-1960,1960.0,Invalid,USA,M,Não informada,N,Manhã,0,1,0
3969,24-Aug-1960,1960.0,Unprovoked,USA,M,38,N,Manhã,0,1,0
3970,22-Aug-1960,1960.0,Unprovoked,PAPUA NEW GUINEA,M,Não informada,N,Manhã,0,1,0
3971,22-Aug-1960,1960.0,Unprovoked,USA,M,14,N,Manhã,0,1,0
3972,21-Aug-1960,1960.0,Unprovoked,USA,M,24,N,Tarde,0,1,0
3974,10-Aug-1960,1960.0,Provoked,USA,M,15,N,Noite,0,1,0
3975,04-Aug-1960,1960.0,Provoked,ENGLAND,M,25,N,Manhã,0,1,0
3976,04-Aug-1960,1960.0,Unprovoked,USA,M,46,N,Manhã,0,1,0
3978,27-Jul-1960,1960.0,Unprovoked,PAPUA NEW GUINEA,M,25,N,Tarde,0,1,0
3979,05-Jul-1960,1960.0,Unprovoked,USA,M,17,N,Manhã,0,1,0
3980,03-Jul-1960,1960.0,Provoked,USA,M,41,N,Manhã,0,1,0
3981,02-Jul-1960,1960.0,Unprovoked,PAPUA NEW GUINEA,M,Não informada,N,Manhã,0,1,0
3982,29-Jun-1960,1960.0,Provoked,USA,M,Não informada,N,Tarde,0,1,0
3984,27-Jun-1960,1960.0,Provoked,NORTH SEA,M,18,N,Manhã,0,1,0
3985,24-Jun-1960,1960.0,Unprovoked,USA,M,39,N,Manhã,0,1,0
3986,07-Jun-1960,1960.0,Invalid,USA,M,35,N,Manhã,0,1,0
3987,05-Jun-1960,1960.0,Unprovoked,PHILIPPINES,M,58,Y,Manhã,1,1,0
3988,04-Jun-1960,1960.0,Unprovoked,USA,M,24,N,Tarde,0,1,0
3989,29-May-1960,1960.0,Unprovoked,PANAMA,M,27,N,Manhã,0,1,0
3990,24-May-1960,1960.0,Unprovoked,BERMUDA,M,25,N,Tarde,0,1,0
3991,19-May-1960,1960.0,Unprovoked,USA,F,16,N,Manhã,0,0,1
3994,30-Apr-1960,1960.0,Unprovoked,SOUTH AFRICA,M,16,N,Tarde,0,1,0
3995,24-Apr-1960,1960.0,Unprovoked,USA,M,48,N,Tarde,0,1,0
3996,22-Apr-1960,1960.0,Provoked,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
3997,20-Apr-1960,1960.0,Provoked,SOUTH AFRICA,M,Não informada,N,Manhã,0,1,0
3998,14-Apr-1960,1960.0,Invalid,BERMUDA,M,35,N,Manhã,0,1,0
3999,12-Apr-1960,1960.0,Unprovoked,AUSTRALIA,M,17,N,Tarde,0,1,0
4000,10-Apr-1960,1960.0,Provoked,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
4001,03-Apr-1960,1960.0,Unprovoked,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
4002,03-Apr-1960,1960.0,Unprovoked,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
4007,31-Mar-1960,1960.0,Unprovoked,USA,M,42,N,Manhã,0,1,0
4008,28-Mar-1960,1960.0,Unprovoked,GUAM,M,44,N,Manhã,0,1,0
4009,29-Feb-1960,1960.0,Unprovoked,AUSTRALIA,M,31,N,Noite,0,1,0
4010,27-Feb-1960,1960.0,Unprovoked,NEW ZEALAND,M,22,N,Manhã,0,1,0
4011,27-Feb-1960,1960.0,Invalid,USA,M,36,N,Manhã,0,1,0
4012,24-Feb-1960,1960.0,Provoked,SENEGAL,M,Não informada,N,Manhã,0,1,0
4013,19-Feb-1960,1960.0,Unprovoked,PAPUA NEW GUINEA,M,26,Y,Manhã,1,1,0
4015,07-Feb-1960,1960.0,Provoked,AUSTRALIA,M,20,N,Manhã,0,1,0
4017,30-Jan-1960,1960.0,Unprovoked,PAPUA NEW GUINEA,M,Não informada,N,Manhã,0,1,0
4020,16-Jan-1960,1960.0,Unprovoked,AUSTRALIA,M,13,Y,Tarde,1,1,0
4021,13-Jan-1960,1960.0,Provoked,AUSTRALIA,M,Não informada,N,Tarde,0,1,0
4023,01-Jan-1960,1960.0,Provoked,SOUTH AFRICA,F,Não informada,N,Manhã,0,0,1
4037,19-Dec-1959,1959.0,Unprovoked,AUSTRALIA,M,29,Y,Manhã,1,1,0
4038,19-Dec-1959,1959.0,Boating,PHILIPPINES,M,Não informada,Y,Manhã,1,1,0
4039,11-Dec-1959,1959.0,Provoked,AUSTRALIA,M,28,N,Manhã,0,1,0
4040,07-Dec-1959,1959.0,Invalid,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
4041,03-Dec-1959,1959.0,Boating,NEW ZEALAND,M,Não informada,N,Tarde,0,1,0
4043,29-Nov-1959,1959.0,Unprovoked,AUSTRALIA,M,19,N,Tarde,0,1,0
4044,28-Nov-1959,1959.0,Unprovoked,AUSTRALIA,M,17,N,Manhã,0,1,0
4045,22-Nov-1959,1959.0,Unprovoked,AUSTRALIA,M,19,N,Manhã,0,1,0
4049,10-Nov-1959,1959.0,Unprovoked,USA,M,21,N,Manhã,0,1,0
4050,09-Nov-1959,1959.0,Provoked,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
4051,01-Nov-1959,1959.0,Provoked,PAPUA NEW GUINEA,M,Não informada,N,Manhã,0,1,0
4052,07-Oct-1959,1959.0,Unprovoked,MOZAMBIQUE,M,10,Y,Manhã,1,1,0
4054,04-Oct-1959,1959.0,Unprovoked,USA,M,30,N,Tarde,0,1,0
4055,02-Oct-1959,1959.0,Unprovoked,FIJI,M,Não informada,Y,Manhã,1,1,0
4057,30-Sep-1959,1959.0,Unprovoked,PHILIPPINES,M,28,N,Manhã,0,1,0
4058,27-Sep-1959,1959.0,Invalid,BERMUDA,F,29,N,Manhã,0,0,1
4059,26-Sep-1959,1959.0,Boating,USA,M,30,N,Tarde,0,1,0
4063,02-Sep-1959,1959.0,Invalid,USA,M,Não informada,N,Manhã,0,1,0
4066,30-Aug-1959,1959.0,Invalid,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
4067,25-Aug-1959,1959.0,Invalid,JAPAN,M,14,N,Manhã,0,1,0
4068,20-Aug-1959,1959.0,Invalid,PHILIPPINES,M,10,N,Madrugada,0,1,0
4069,15-Aug-1959,1959.0,Invalid,USA,M,21,N,Manhã,0,1,0
4070,15-Aug-1959,1959.0,Unprovoked,USA,M,26,Y,Manhã,1,1,0
4071,14-Aug-1959,1959.0,Provoked,USA,M,Não informada,N,Manhã,0,1,0
4073,13-Aug-1959,1959.0,Provoked,USA,M,32,N,Manhã,0,1,0
4074,12-Aug-1959,1959.0,Provoked,CROATIA,M,Não informada,N,Manhã,0,1,0
4075,11-Aug-1959,1959.0,Unprovoked,JAPAN,M,16,Y,Tarde,1,1,0
4076,10-Aug-1959,1959.0,Unprovoked,USA,F,15,N,Tarde,0,0,1
4077,05-Aug-1959,1959.0,Invalid,USA,M,Não informada,N,Manhã,0,1,0
4080,28-Jul-1959,1959.0,Unprovoked,USA,M,25,N,Noite,0,1,0
4081,25-Jul-1959,1959.0,Unprovoked,JAPAN,M,22,Y,Manhã,1,1,0
4084,23-Jul-1959,1959.0,Provoked,USA,M,Não informada,N,Manhã,0,1,0
4086,02-Jul-1959,1959.0,Provoked,USA,M,13,N,Manhã,0,1,0
4089,26-Jun-1959,1959.0,Unprovoked,TURKEY,M,Não informada,N,Manhã,0,1,0
4090,14-Jun-1959,1959.0,Unprovoked,MEXICO,M,Não informada,Y,Manhã,1,1,0
4091,14-Jun-1959,1959.0,Unprovoked,USA,M,33,Y,Tarde,1,1,0
4093,30-May-1959,1959.0,Provoked,SOUTH AFRICA,M,23,N,Manhã,0,1,0
4094,16-May-1959,1959.0,Unprovoked,USA,F,37,N,Manhã,0,0,1
4095,07-May-1959,1959.0,Unprovoked,USA,M,18,Y,Tarde,1,1,0
4096,03-May-1959,1959.0,Unprovoked,USA,M,19,N,Manhã,0,1,0
4098,27-Apr-1959,1959.0,Invalid,AUSTRALIA,M,22,N,Manhã,0,1,0
4099,11-Apr-1959,1959.0,Unprovoked,AUSTRALIA,M,43,N,Manhã,0,1,0
4100,09-Apr-1959,1959.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
4101,09-Apr-1959,1959.0,Unprovoked,SOUTH AFRICA,M,Não informada,N,Manhã,0,1,0
4102,05-Apr-1959,1959.0,Unprovoked,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
4103,29-Mar-1959,1959.0,Unprovoked,USA,M,13,N,Tarde,0,1,0
4104,08-Mar-1959,1959.0,Unprovoked,PHILIPPINES,M,20,Y,Manhã,1,1,0
4106,28-Feb-1959,1959.0,Boating,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
4107,27-Feb-1959,1959.0,Unprovoked,VENEZUELA,M,Não informada,N,Manhã,0,1,0
4108,16-Feb-1959,1959.0,Provoked,PAPUA NEW GUINEA,M,Não informada,N,Manhã,0,1,0
4109,02-Feb-1959,1959.0,Unprovoked,SOLOMON ISLANDS,M,15,Y,Tarde,1,1,0
4110,01-Feb-1959,1959.0,Unprovoked,SOUTH AFRICA,M,14,N,Tarde,0,1,0
4111,31-Jan-1959,1959.0,Unprovoked,AUSTRALIA,M,20,N,Noite,0,1,0
4112,27-Jan-1959,1959.0,Unprovoked,ECUADOR,M,57,N,Manhã,0,1,0
4113,25-Jan-1959,1959.0,Unprovoked,AUSTRALIA,M,16,N,Manhã,0,1,0
4114,17-Jan-1959,1959.0,Unprovoked,AUSTRALIA,M,22,Y,Tarde,1,1,0
4115,17-Jan-1959,1959.0,Unprovoked,AUSTRALIA,M,17,N,Manhã,0,1,0
4116,15-Jan-1959,1959.0,Unprovoked,SOUTH AFRICA,M,18,N,Tarde,0,1,0
4117,12-Jan-1959,1959.0,Unprovoked,NEW GUINEA,M,Não informada,N,Manhã,0,1,0
4118,02-Jan-1959,1959.0,Unprovoked,MOZAMBIQUE,M,25,Y,Manhã,1,1,0
4129,23-Dec-1958,1958.0,Unprovoked,SOUTH AFRICA,M,14,Y,Manhã,1,1,0
4130,13-Dec-1958,1958.0,Unprovoked,USA,M,15,Y,Manhã,1,1,0
4131,12-Dec-1958,1958.0,Unprovoked,AMERICAN SAMOA,M,22,Y,Manhã,1,1,0
4132,23-Nov-1958,1958.0,Unprovoked,AUSTRALIA,M,21,Y,Tarde,1,1,0
4133,14-Nov-1958,1958.0,Invalid,SOUTH AFRICA,M,Não informada,N,Manhã,0,1,0
4134,07-Nov-1958,1958.0,Unprovoked,PAPUA NEW GUINEA,M,Não informada,Y,Manhã,1,1,0
4136,12-Oct-1958,1958.0,Unprovoked,USA,M,15,N,Manhã,0,1,0
4137,05-Oct-1958,1958.0,Unprovoked,USA,M,60,N,Manhã,0,1,0
4140,13-Sep-1958,1958.0,Unprovoked,ANDAMAN / NICOBAR ISLANDAS,M,32,Y,Tarde,1,1,0
4141,06-Sep-1958,1958.0,Unprovoked,BAHAMAS,M,42,N,Manhã,0,1,0
4142,01-Sep-1958,1958.0,Provoked,USA,M,20,N,Manhã,0,1,0
4144,01-Aug-1958,1958.0,Unprovoked,CROATIA,F,Não informada,N,Tarde,0,0,1
4145,31-Jul-1958,1958.0,Unprovoked,MEXICO,F,Não informada,Y,Manhã,1,0,1
4146,27-Jul-1958,1958.0,Unprovoked,USA,M,12,N,Tarde,0,1,0
4147,27-Jul-1958,1958.0,Unprovoked,USA,M,8,N,Tarde,0,1,0
4148,10-Jul-1958,1958.0,Unprovoked,USA,M,35,Y,Manhã,1,1,0
4149,08-Jul-1958,1958.0,Unprovoked,KENYA,M,21,Y,Tarde,1,1,0
4150,04-Jul-1958,1958.0,Boating,PACIFIC OCEAN,M,Não informada,Y,Manhã,1,1,0
4151,04-Jul-1958,1958.0,Boating,PACIFIC OCEAN,M,31,N,Manhã,0,1,0
4152,02-Jul-1958,1958.0,Provoked,USA,M,20,N,Tarde,0,1,0
4153,01-Jul-1958,1958.0,Unprovoked,PAPUA NEW GUINEA,M,38,Y,Manhã,1,1,0
4156,26-Jun-1958,1958.0,Provoked,USA,M,59,N,Tarde,0,1,0
4157,24-Jun-1958,1958.0,Unprovoked,USA,M,17,N,Tarde,0,1,0
4158,17-Jun-1958,1958.0,Provoked,USA,M,Não informada,N,Manhã,0,1,0
4159,15-Jun-1958,1958.0,Invalid,AUSTRALIA,F,Não informada,N,Manhã,0,0,1
4160,02-Jun-1958,1958.0,Invalid,SOUTH AFRICA,M,Não informada,N,Manhã,0,1,0
4161,30-Apr-1958,1958.0,Provoked,USA,M,29,N,Manhã,0,1,0
4162,19-Apr-1958,1958.0,Unprovoked,TAIWAN,M,29,N,Tarde,0,1,0
4163,05-Apr-1958,1958.0,Unprovoked,SOUTH AFRICA,F,28,Y,Manhã,1,0,1
4164,03-Apr-1958,1958.0,Unprovoked,SOUTH AFRICA,M,29,Y,Manhã,1,1,0
4166,19-Feb-1958,1958.0,Invalid,AUSTRALIA,M,21,N,Tarde,0,1,0
4167,01-Feb-1958,1958.0,Provoked,USA,M,18,N,Manhã,0,1,0
4168,27-Jan-1958,1958.0,Unprovoked,AUSTRALIA,M,17,N,Manhã,0,1,0
4169,19-Jan-1958,1958.0,Unprovoked,AUSTRALIA,M,14,N,Tarde,0,1,0
4170,09-Jan-1958,1958.0,Invalid,JAPAN,M,50,N,Manhã,0,1,0
4171,09-Jan-1958,1958.0,Unprovoked,SOUTH AFRICA,M,Não informada,Y,Manhã,1,1,0
4181,31-Dec-1957,1957.0,Unprovoked,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
4182,30-Dec-1957,1957.0,Unprovoked,SOUTH AFRICA,F,14,N,Manhã,0,0,1
4183,26-Dec-1957,1957.0,Unprovoked,SOUTH AFRICA,M,20,N,Manhã,0,1,0
4184,23-Dec-1957,1957.0,Unprovoked,SOUTH AFRICA,M,23,Y,Tarde,1,1,0
4185,20-Dec-1957,1957.0,Unprovoked,SOUTH AFRICA,M,15,Y,Tarde,1,1,0
4186,18-Dec-1957,1957.0,Unprovoked,SOUTH AFRICA,M,16,N,Tarde,0,1,0
4189,24-Oct-1957,1957.0,Unprovoked,SOLOMON ISLANDS,M,22,Y,Tarde,1,1,0
4190,23-Oct-1957,1957.0,Unprovoked,SOLOMON ISLANDS,F,28,Y,Tarde,1,0,1
4191,02-Sep-1957,1957.0,Unprovoked,MARSHALL ISLANDS,M,Não informada,N,Manhã,0,1,0
4193,24-Jul-1957,1957.0,Provoked,USA,M,Não informada,N,Manhã,0,1,0
4194,15-Jul-1957,1957.0,Unprovoked,USA,M,57,Y,Tarde,1,1,0
4195,09-Jul-1957,1957.0,Unprovoked,AUSTRALIA,M,36,N,Manhã,0,1,0
4197,11-May-1957,1957.0,Unprovoked,AUSTRALIA,M,28,N,Manhã,0,1,0
4198,07-May-1957,1957.0,Unprovoked,SOLOMON ISLANDS,M,Não informada,N,Manhã,0,1,0
4200,28-Apr-1957,1957.0,Unprovoked,USA,M,25,Y,Manhã,1,1,0
4201,23-Apr-1957,1957.0,Unprovoked,AUSTRALIA,M,15,N,Manhã,0,1,0
4202,22-Apr-1957,1957.0,Provoked,USA,M,17,N,Manhã,0,1,0
4203,13-Apr-1957,1957.0,Unprovoked,AUSTRALIA,M,22,N,Tarde,0,1,0
4204,07-Apr-1957,1957.0,Unprovoked,PAPUA NEW GUINEA,M,17,N,Manhã,0,1,0
4205,07-Apr-1957,1957.0,Unprovoked,SOLOMON ISLANDS,M,15,N,Manhã,0,1,0
4206,24-Feb-1957,1957.0,Unprovoked,FIJI,M,Não informada,N,Manhã,0,1,0
4207,05-Feb-1957,1957.0,Unprovoked,USA,M,Não informada,N,Tarde,0,1,0
4208,02-Feb-1957,1957.0,Unprovoked,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
4210,05-Jan-1957,1957.0,Unprovoked,SOUTH AFRICA,M,12,Y,Manhã,1,1,0
4222,26-Dec-1956,1956.0,Unprovoked,PAPUA NEW GUINEA,M,19,Y,Manhã,1,1,0
4223,24-Dec-1956,1956.0,Unprovoked,PAPUA NEW GUINEA,M,16,Y,Manhã,1,1,0
4224,15-Dec-1956,1956.0,Unprovoked,GABON,M,Não informada,Y,Manhã,1,1,0
4225,09-Dec-1956,1956.0,Provoked,NEW ZEALAND,M,70,N,Manhã,0,1,0
4226,27-Oct-1956,1956.0,Unprovoked,SOUTH AFRICA,M,29,N,Manhã,0,1,0
4227,20-Oct-1956,1956.0,Unprovoked,PAPUA NEW GUINEA,M,Não informada,N,Manhã,0,1,0
4228,07-Oct-1956,1956.0,Unprovoked,SENEGAL,M,19,N,Tarde,0,1,0
4230,23-Sep-1956,1956.0,Unprovoked,USA,M,27,N,Manhã,0,1,0
4234,25-Aug-1956,1956.0,Unprovoked,PAPUA NEW GUINEA,M,34,Y,Manhã,1,1,0
4235,20-Aug-1956,1956.0,Unprovoked,PAPUA NEW GUINEA,M,Não informada,N,Manhã,0,1,0
4236,15-Aug-1956,1956.0,Unprovoked,USA,M,13,Y,Manhã,1,1,0
4237,15-Aug-1956,1956.0,Provoked,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
4238,15-Aug-1956,1956.0,Unprovoked,USA,M,10,N,Tarde,0,1,0
4245,28-Jul-1956,1956.0,Provoked,USA,M,13,Y,Manhã,1,1,0
4246,26-Jul-1956,1956.0,Provoked,USA,M,38,N,Manhã,0,1,0
4247,20-Jul-1956,1956.0,Unprovoked,MALTA,M,40,Y,Manhã,1,1,0
4248,17-Jul-1956,1956.0,Unprovoked,USA,F,38,N,Tarde,0,0,1
4249,12-Jul-1956,1956.0,Unprovoked,USA,M,7,N,Tarde,0,1,0
4250,28-Jun-1956,1956.0,Unprovoked,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
4251,22-Jun-1956,1956.0,Boating,PORTUGAL,M,23,Y,Manhã,1,1,0
4254,07-May-1956,1956.0,Unprovoked,CUBA,M,30,Y,Manhã,1,1,0
4257,11-Mar-1956,1956.0,Unprovoked,AUSTRALIA,M,13,N,Manhã,0,1,0
4258,04-Mar-1956,1956.0,Unprovoked,AUSTRALIA,M,26,Y,Tarde,1,1,0
4260,26-Feb-1956,1956.0,Unprovoked,AUSTRALIA,M,15,Y,Manhã,1,1,0
4261,10-Feb-1956,1956.0,Unprovoked,AUSTRALIA,M,8,N,Manhã,0,1,0
4262,16-Jan-1956,1956.0,Unprovoked,AUSTRALIA,M,18,N,Manhã,0,1,0
4263,16-Jan-1956,1956.0,Unprovoked,COSTA RICA,M,33,Y,Manhã,1,1,0
4264,05-Jan-1956,1956.0,Unprovoked,AUSTRALIA,M,25,N,Manhã,0,1,0
4275,16-Nov-1955,1955.0,Unprovoked,PAPUA NEW GUINEA,M,8,N,Tarde,0,1,0
4277,16-Oct-1955,1955.0,Provoked,AUSTRALIA,M,28,N,Manhã,0,1,0
4278,23-Sep-1955,1955.0,Boating,NORTH PACIFIC OCEAN,M,Não informada,Y,Manhã,1,1,0
4279,23-Sep-1955,1955.0,Boating,NORTH PACIFIC OCEAN,M,Não informada,N,Manhã,0,1,0
4280,20-Sep-1955,1955.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
4281,04-Sep-1955,1955.0,Unprovoked,USA,M,16,N,Manhã,0,1,0
4282,03-Sep-1955,1955.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
4283,30-Aug-1955,1955.0,Unprovoked,JAPAN,M,Não informada,Y,Manhã,1,1,0
4284,30-Aug-1955,1955.0,Provoked,USA,M,25,N,Manhã,0,1,0
4285,26-Aug-1955,1955.0,Unprovoked,CROATIA,F,32,Y,Manhã,1,0,1
4286,08-Aug-1955,1955.0,Unprovoked,AMERICAN SAMOA,M,28,Y,Manhã,1,1,0
4287,04-Aug-1955,1955.0,Provoked,USA,M,Não informada,N,Manhã,0,1,0
4290,25-Jul-1955,1955.0,Unprovoked,JAPAN,M,22,Y,Manhã,1,1,0
4291,23-Jun-1955,1955.0,Unprovoked,USA,M,13,N,Manhã,0,1,0
4292,15-Jul-1955,1955.0,Unprovoked,MONTENEGRO,M,Não informada,Y,Manhã,1,1,0
4293,07-Jul-1955,1955.0,Unprovoked,YEMEN,F,Não informada,Y,Manhã,1,0,1
4294,08-May-1955,1955.0,Provoked,USA,M,28,N,Manhã,0,1,0
4296,13-Apr-1955,1955.0,Unprovoked,PAPUA NEW GUINEA,M,Não informada,N,Manhã,0,1,0
4297,12-Apr-1955,1955.0,Unprovoked,PAPUA NEW GUINEA,M,Não informada,N,Manhã,0,1,0
4299,09-Mar-1955,1955.0,Unprovoked,AUSTRALIA,M,22,Y,Tarde,1,1,0
4302,10-Feb-1955,1955.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
4303,06-Feb-1955,1955.0,Unprovoked,USA,M,19,N,Manhã,0,1,0
4304,05-Feb-1955,1955.0,Unprovoked,AUSTRALIA,M,25,Y,Tarde,1,1,0
4305,04-Feb-1955,1955.0,Unprovoked,INDIA,M,25,N,Manhã,0,1,0
4308,17-Jan-1955,1955.0,Unprovoked,AUSTRALIA,M,13,Y,Tarde,1,1,0
4309,15-Jan-1955,1955.0,Unprovoked,SOUTH AFRICA,M,Não informada,Y,Tarde,1,1,0
4316,29-Dec-1954,1954.0,Unprovoked,AMERICAN SAMOA,M,27,Y,Manhã,1,1,0
4317,11-Dec-1954,1954.0,Unprovoked,AUSTRALIA,M,23,Y,Manhã,1,1,0
4318,09-Dec-1954,1954.0,Unprovoked,PAPUA NEW GUINEA,M,Não informada,Y,Manhã,1,1,0
4319,04-Dec-1954,1954.0,Unprovoked,SOUTH AFRICA,M,16,N,Manhã,0,1,0
4320,20-Nov-1954,1954.0,Unprovoked,USA,M,Não informada,N,Tarde,0,1,0
4321,07-Oct-1954,1954.0,Boating,USA,M,Não informada,Y,Manhã,1,1,0
4322,06-Oct-1954,1954.0,Provoked,UNITED KINGDOM,M,62,N,Manhã,0,1,0
4324,02-Oct-1954,1954.0,Invalid,JAPAN,M,13,N,Manhã,0,1,0
4325,21-Sep-1954,1954.0,Unprovoked,USA,M,35,N,Manhã,0,1,0
4326,15-Sep-1954,1954.0,Unprovoked,HONG KONG,M,20,Y,Manhã,1,1,0
4327,04-Sep-1954,1954.0,Unprovoked,AUSTRALIA,M,35,Y,Manhã,1,1,0
4329,12-Aug-1954,1954.0,Provoked,CUBA,M,Não informada,N,Manhã,0,1,0
4330,12-Aug-1954,1954.0,Provoked,CUBA,M,Não informada,N,Manhã,0,1,0
4331,30-Jul-1954,1954.0,Unprovoked,ECUADOR,M,34,N,Manhã,0,1,0
4332,28-Jul-1954,1954.0,Unprovoked,SINGAPORE,M,28,Y,Manhã,1,1,0
4333,27-Jul-1954,1954.0,Boating,ITALY,M,Não informada,N,Noite,0,1,0
