,Date,Year,Type,Country,Sex,Age,Fatal (Y/N),Time,Fatal,Male,Female
1509,18-Jan-2006,2006.0,Unprovoked,USA,M,Não informada,N,Noite,0,1,0
1510,15-Jan-2006,2006.0,Unprovoked,AUSTRALIA,M,52,N,Manhã,0,1,0
1511,11-Jan-2006,2006.0,Invalid,BAHAMAS,M,Não informada,N,Manhã,0,1,0
1512,07-Jan-2006,2006.0,Unprovoked,AUSTRALIA,F,21,Y,Tarde,1,0,1
1513,04-Jan-2006,2006.0,Unprovoked,USA,M,21,N,Tarde,0,1,0
1514,01-Jan-2006,2006.0,Unprovoked,SOUTH AFRICA,M,49,N,Manhã,0,1,0
1515,24-Dec-2005,2005.0,Unprovoked,USA,M,30,N,Manhã,0,1,0
1516,21-Dec-2005,2005.0,Unprovoked,USA,M,29,N,Manhã,0,1,0
1518,11-Dec-2005,2005.0,Unprovoked,AUSTRALIA,M,44,N,Manhã,0,1,0
1520,29-Nov-2005,2005.0,Unprovoked,USA,M,10,N,Manhã,0,1,0
1521,27-Nov-2005,2005.0,Unprovoked,USA,M,23,N,Manhã,0,1,0
1523,25-Nov-2005,2005.0,Unprovoked,AUSTRALIA,M,18,N,Tarde,0,1,0
1524,25-Nov-2005,2005.0,Unprovoked,SOUTH AFRICA,M,26,N,Manhã,0,1,0
1526,21-Nov-2005,2005.0,Unprovoked,USA,M,30,N,Tarde,0,1,0
1527,20-Nov-2005,2005.0,Unprovoked,USA,M,17,N,Tarde,0,1,0
1529,15-Nov-2005,2005.0,Provoked,SOUTH AFRICA,M,32,N,Tarde,0,1,0
1530,12-Nov-2005,2005.0,Unprovoked,USA,M,18,N,Manhã,0,1,0
1531,02-Nov-2005,2005.0,Unprovoked,USA,M,25,N,Tarde,0,1,0
1532,02-Nov-2005,2005.0,Unprovoked,USA,M,26,N,Manhã,0,1,0
1533,29-Oct-2005,2005.0,Unprovoked,USA,M,15,N,Manhã,0,1,0
1534,25-Oct-2005,2005.0,Unprovoked,ST. MAARTIN,M,55,N,Manhã,0,1,0
1535,22-Oct-2005,2005.0,Unprovoked,SOUTH AFRICA,M,20,N,Manhã,0,1,0
1536,21-Oct-2005,2005.0,Unprovoked,USA,M,36,N,Manhã,0,1,0
1537,19-Oct-2005,2005.0,Unprovoked,USA,F,20,N,Manhã,0,0,1
1538,15-Oct-2005,2005.0,Provoked,USA,M,15,N,Tarde,0,1,0
1539,13-Oct-2005,2005.0,Unprovoked,USA,M,22,N,Tarde,0,1,0
1540,11-Oct-2005,2005.0,Unprovoked,GRAND CAYMAN,F,57,N,Tarde,0,0,1
1541,06-Oct-2005,2005.0,Unprovoked,USA,M,48,N,Tarde,0,1,0
1542,03-Oct-2005,2005.0,Unprovoked,BAHAMAS,M,35,N,Manhã,0,1,0
1543,01-Oct-2005,2005.0,Unprovoked,SOUTH AFRICA,M,52,N,Tarde,0,1,0
1544,27-Sep-2005,2005.0,Unprovoked,AUSTRALIA,M,28,N,Manhã,0,1,0
1545,24-Sep-2005,2005.0,Unprovoked,AUSTRALIA,M,26,N,Manhã,0,1,0
1546,23-Sep-2005,2005.0,Unprovoked,AUSTRALIA,M,44,N,Manhã,0,1,0
1547,22-Sep-2005,2005.0,Invalid,USA,M,Não informada,N,Manhã,0,1,0
1548,20-Sep-2005,2005.0,Unprovoked,USA,F,68,N,Tarde,0,0,1
1549,11-Sep-2005,2005.0,Unprovoked,USA,M,18,Y,Tarde,1,1,0
1550,07-Sep-2005,2005.0,Unprovoked,AUSTRALIA,M,15,N,Manhã,0,1,0
1551,05-Sep-2005,2005.0,Unprovoked,USA,F,18,N,Tarde,0,0,1
1552,04-Sep-2005,2005.0,Unprovoked,AUSTRALIA,M,40,N,Tarde,0,1,0
1553,02-Sep-2005,2005.0,Unprovoked,USA,M,62,N,Manhã,0,1,0
1554,02-Sep-2005,2005.0,Provoked,THAILAND,M,21,Y,Manhã,1,1,0
1555,24-Aug-2005,2005.0,Unprovoked,AUSTRALIA,M,23,Y,Tarde,1,1,0
1556,24-Aug-2005,2005.0,Unprovoked,USA,M,37,N,Manhã,0,1,0
1557,22-Aug-2005,2005.0,Invalid,USA,M,17,N,Tarde,0,1,0
1558,21-Aug-2005,2005.0,Unprovoked,USA,M,8,N,Manhã,0,1,0
1559,19-Aug-2005,2005.0,Unprovoked,USA,M,12,N,Noite,0,1,0
1561,12-Aug-2005,2005.0,Unprovoked,USA,M,16,N,Manhã,0,1,0
1564,27-Jul-2005,2005.0,Unprovoked,USA,F,13,N,Tarde,0,0,1
1565,23-Jul-2005,2005.0,Unprovoked,USA,M,61,N,Manhã,0,1,0
1566,22-Jul-2005,2005.0,Invalid,USA,M,25,N,Manhã,0,1,0
1567,17-Jul-2005,2005.0,Invalid,LIBERIA,M,Não informada,N,Manhã,0,1,0
1568,17-Jul-2005,2005.0,Provoked,CHINA,M,24,N,Manhã,0,1,0
1570,15-Jul-2005,2005.0,Unprovoked,USA,M,22,N,Tarde,0,1,0
1571,13-Jul-2005,2005.0,Unprovoked,USA,F,14,N,Manhã,0,0,1
1573,27-Jun-2005,2005.0,Unprovoked,USA,M,16,N,Manhã,0,1,0
1574,25-Jun-2005,2005.0,Unprovoked,USA,F,14,Y,Manhã,1,0,1
1575,22-Jun-2005,2005.0,Unprovoked,VANUATU,F,7,Y,Tarde,1,0,1
1576,20-Jun-2005,2005.0,Unprovoked,MEXICO,M,Não informada,N,Manhã,0,1,0
1577,18-Jun-2005,2005.0,Invalid,USA,M,49,N,Manhã,0,1,0
1578,16-Jun-2005,2005.0,Unprovoked,USA,M,20,N,Tarde,0,1,0
1579,13-Jun-2005,2005.0,Unprovoked,SOUTH KOREA,F,38,N,Manhã,0,0,1
1580,07-Jun-2005,2005.0,Unprovoked,USA,F,11,N,Manhã,0,0,1
1581,05-Jun-2005,2005.0,Invalid,USA,M,17,N,Manhã,0,1,0
1582,04-Jun-2005,2005.0,Unprovoked,SOUTH AFRICA,M,22,Y,Tarde,1,1,0
1583,02-Jun-2005,2005.0,Unprovoked,USA,M,6,N,Manhã,0,1,0
1584,28-May-2005,2005.0,Unprovoked,USA,M,33,N,Tarde,0,1,0
1585,27-May-2005,2005.0,Unprovoked,USA,F,Não informada,N,Tarde,0,0,1
1586,25-May-2005,2005.0,Unprovoked,SOUTH AFRICA,M,32,N,Manhã,0,1,0
1587,15-May-2005,2005.0,Unprovoked,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
1589,03-May-2005,2005.0,Unprovoked,MADAGASCAR,M,Não informada,N,Manhã,0,1,0
1590,02-May-2005,2005.0,Boating,USA,M,10,N,Manhã,0,1,0
1591,02-May-2005,2005.0,Unprovoked,USA,M,47,N,Manhã,0,1,0
1592,25-Apr-2005,2005.0,Provoked,AUSTRALIA,M,25,N,Noite,0,1,0
1594,16-Apr-2005,2005.0,Unprovoked,AUSTRALIA,M,20,N,Manhã,0,1,0
1595,16-Apr-2005,2005.0,Unprovoked,AUSTRALIA,M,40,N,Manhã,0,1,0
1596,13-Apr-2005,2005.0,Unprovoked,USA,F,70,N,Manhã,0,0,1
1597,09-Apr-2005,2005.0,Invalid,USA,M,52,N,Manhã,0,1,0
1598,07-Apr-2005,2005.0,Unprovoked,USA,M,37,N,Noite,0,1,0
1599,06-Apr-2005,2005.0,Unprovoked,USA,F,Não informada,N,Manhã,0,0,1
1600,06-Apr-2005,2005.0,Invalid,HONDURAS,F,Não informada,N,Manhã,0,0,1
1601,28-Mar-2005,2005.0,Unprovoked,SOUTH AFRICA,M,32,N,Manhã,0,1,0
1602,27-Mar-2005,2005.0,Unprovoked,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
1603,25-Mar-2005,2005.0,Unprovoked,VENEZUELA,M,Não informada,N,Tarde,0,1,0
1604,19-Mar-2005,2005.0,Unprovoked,AUSTRALIA,M,26,Y,Tarde,1,1,0
1605,12-Mar-2005,2005.0,Provoked,USA,M,45,N,Tarde,0,1,0
1606,10-Mar-2005,2005.0,Invalid,SOUTH AFRICA,M,51,N,Manhã,0,1,0
1607,09-Mar-2005,2005.0,Provoked,NEW ZEALAND,M,Não informada,N,Tarde,0,1,0
1608,05-Mar-2005,2005.0,Unprovoked,SOLOMON ISLANDS,M,Não informada,N,Manhã,0,1,0
1609,26-Feb-2005,2005.0,Unprovoked,AUSTRALIA,M,18,N,Manhã,0,1,0
1610,22-Feb-2005,2005.0,Provoked,USA,M,Não informada,N,Manhã,0,1,0
1611,16-Feb-2005,2005.0,Unprovoked,USA,M,Não informada,N,Tarde,0,1,0
1612,13-Feb-2005,2005.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
1613,04-Feb-2005,2005.0,Unprovoked,BRAZIL,M,12,N,Manhã,0,1,0
1614,20-Jan-2005,2005.0,Unprovoked,CUBA,M,19,N,Manhã,0,1,0
1615,19-Jan-2005,2005.0,Provoked,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
1617,08-Jan-2005,2005.0,Boating,NEW ZEALAND,M,39,N,Manhã,0,1,0
1618,26-Dec-2004,2004.0,Invalid,SRI LANKA,F,11,N,Manhã,0,0,1
1619,16-Dec-2004,2004.0,Unprovoked,AUSTRALIA,M,18,Y,Tarde,1,1,0
1620,11-Dec-2004,2004.0,Unprovoked,AUSTRALIA,M,38,Y,Manhã,1,1,0
1621,27-Nov-2004,2004.0,Unprovoked,SOUTH AFRICA,M,20,N,Tarde,0,1,0
1622,26-Nov-2004,2004.0,Unprovoked,SOUTH AFRICA,M,16,N,Manhã,0,1,0
1623,15-Nov-2004,2004.0,Unprovoked,SOUTH AFRICA,F,77,Y,Manhã,1,0,1
1625,11-Nov-2004,2004.0,Unprovoked,VANUATU,M,30,N,Manhã,0,1,0
1627,31-Oct-2004,2004.0,Unprovoked,CUBA,M,40,N,Tarde,0,1,0
1629,30-Oct-2004,2004.0,Unprovoked,SOUTH AFRICA,M,52,N,Manhã,0,1,0
1630,21-Oct-2004,2004.0,Unprovoked,AUSTRALIA,M,59,N,Tarde,0,1,0
1631,10-Oct-2004,2004.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
1632,09-Oct-2004,2004.0,Unprovoked,USA,M,34,N,Manhã,0,1,0
1633,09-Oct-2004,2004.0,Unprovoked,SOUTH AFRICA,M,34,N,Manhã,0,1,0
1634,06-Oct-2004,2004.0,Unprovoked,REUNION,M,15,N,Tarde,0,1,0
1635,02-Oct-2004,2004.0,Unprovoked,USA,M,16,N,Tarde,0,1,0
1636,01-Oct-2004,2004.0,Unprovoked,USA,M,40,N,Tarde,0,1,0
1638,20-Sep-2004,2004.0,Unprovoked,USA,M,26,N,Manhã,0,1,0
1639,10-Sep-2004,2004.0,Invalid,USA,M,Não informada,N,Manhã,0,1,0
1641,04-Sep-2004,2004.0,Unprovoked,USA,F,17,N,Tarde,0,0,1
1642,29-Aug-2004,2004.0,Unprovoked,USA,F,38,N,Tarde,0,0,1
1643,21-Aug-2004,2004.0,Unprovoked,BRAZIL,M,24,N,Manhã,0,1,0
1644,20-Aug-2004,2004.0,Unprovoked,USA,M,Não informada,N,Tarde,0,1,0
1645,15-Aug-2004,2004.0,Unprovoked,USA,M,50,Y,Tarde,1,1,0
1646,06-Aug-2004,2004.0,Unprovoked,USA,M,47,N,Noite,0,1,0
1647,03-Aug-2004,2004.0,Unprovoked,AUSTRALIA,M,30,N,Tarde,0,1,0
1649,31-Jul-2004,2004.0,Unprovoked,USA,F,20,N,Manhã,0,0,1
1650,30-Jul-2004,2004.0,Unprovoked,RUSSIA,M,Não informada,N,Manhã,0,1,0
1651,28-Jul-2004,2004.0,Unprovoked,USA,F,28,N,Tarde,0,0,1
1652,27-Jul-2004,2004.0,Unprovoked,USA,F,13,N,Tarde,0,0,1
1653,27-Jul-2004,2004.0,Unprovoked,USA,F,19,N,Tarde,0,0,1
1654,25-Jul-2004,2004.0,Unprovoked,USA,M,11,N,Noite,0,1,0
1656,15-Jul-2004,2004.0,Unprovoked,JAPAN,M,51,N,Manhã,0,1,0
1657,10-Jul-2004,2004.0,Unprovoked,AUSTRALIA,M,30,Y,Tarde,1,1,0
1658,02-Jul-2004,2004.0,Unprovoked,EGYPT,F,10,N,Manhã,0,0,1
1659,02-Jul-2004,2004.0,Unprovoked,USA,M,7,N,Tarde,0,1,0
1660,26-Jun-2004,2004.0,Unprovoked,USA,M,45,N,Manhã,0,1,0
1661,26-Jun-2004,2004.0,Invalid,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
1662,14-Jun-2004,2004.0,Unprovoked,USA,F,Não informada,N,Manhã,0,0,1
1663,10-Jun-2004,2004.0,Unprovoked,AUSTRALIA,M,17,N,Tarde,0,1,0
1664,10-Jun-2004,2004.0,Unprovoked,USA,M,8,N,Tarde,0,1,0
1665,02-Jun-2004,2004.0,Unprovoked,SOUTH AFRICA,M,21,Y,Tarde,1,1,0
1666,29-May-2004,2004.0,Unprovoked,USA,M,16,N,Noite,0,1,0
1667,23-May-2004,2004.0,Unprovoked,BRAZIL,M,17,N,Tarde,0,1,0
1668,28-May-2004,2004.0,Unprovoked,USA,M,44,N,Manhã,0,1,0
1669,23-May-2004,2004.0,Unprovoked,USA,M,9,N,Manhã,0,1,0
1670,22-May-2004,2004.0,Invalid,USA,M,9,N,Manhã,0,1,0
1671,22-May-2004,2004.0,Unprovoked,USA,F,9,N,Tarde,0,0,1
1672,22-May-2004,2004.0,Unprovoked,BRAZIL,F,24,N,Tarde,0,0,1
1673,18-May-2004,2004.0,Provoked,BAHAMAS,M,63,N,Tarde,0,1,0
1674,04-May-2004,2004.0,Unprovoked,USA,M,28,N,Tarde,0,1,0
1675,01-May-2004,2004.0,Unprovoked,BRAZIL,M,22,Y,Tarde,1,1,0
1676,26-Apr-2004,2004.0,Unprovoked,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
1678,13-Apr-2004,2004.0,Unprovoked,TONGA,M,Não informada,Y,Manhã,1,1,0
1679,13-Apr-2004,2004.0,Invalid,TONGA,M,Não informada,Y,Manhã,1,1,0
1680,07-Apr-2004,2004.0,Unprovoked,USA,M,57,Y,Manhã,1,1,0
1681,05-Apr-2004,2004.0,Unprovoked,SOUTH AFRICA,M,16,N,Tarde,0,1,0
1682,04-Apr-2004,2004.0,Invalid,USA,F,22,N,Manhã,0,0,1
1683,31-Mar-2004,2004.0,Unprovoked,USA,M,26,N,Manhã,0,1,0
1684,31-Mar-2004,2004.0,Unprovoked,USA,M,20,N,Manhã,0,1,0
1685,29-Mar-2004,2004.0,Unprovoked,BRAZIL,M,22,N,Manhã,0,1,0
1686,28-Mar-2004,2004.0,Unprovoked,USA,M,Não informada,N,Tarde,0,1,0
1687,27-Mar-2004,2004.0,Unprovoked,REUNION,M,20,N,Tarde,0,1,0
1688,27-Mar-2004,2004.0,Unprovoked,USA,M,61,N,Manhã,0,1,0
1689,14-Mar-2004,2004.0,Unprovoked,USA,F,Não informada,N,Manhã,0,0,1
1690,22-Mar-2004,2004.0,Unprovoked,NEW ZEALAND,M,Não informada,N,Manhã,0,1,0
1691,16-Mar-2004,2004.0,Unprovoked,USA,M,51,N,Manhã,0,1,0
1692,06-Mar-2004,2004.0,Unprovoked,AUSTRALIA,M,47,N,Manhã,0,1,0
1693,29-Feb-2004,2004.0,Unprovoked,BRAZIL,M,29,Y,Tarde,1,1,0
1694,26-Feb-2004,2004.0,Unprovoked,NEW ZEALAND,M,15,N,Noite,0,1,0
1695,21-Feb-2004,2004.0,Unprovoked,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
1696,16-Feb-2004,2004.0,Invalid,AUSTRALIA,M,31,N,Manhã,0,1,0
1697,14-Feb-2004,2004.0,Unprovoked,EGYPT,M,Não informada,Y,Manhã,1,1,0
1698,11-Feb-2004,2004.0,Unprovoked,AUSTRALIA,M,22,N,Manhã,0,1,0
1699,25-Jan-2004,2004.0,Unprovoked,AUSTRALIA,M,46,N,Manhã,0,1,0
1700,23-Jan-2004,2004.0,Unprovoked,URUGUAY,M,21,N,Manhã,0,1,0
1701,22-Jan-2004,2004.0,Invalid,NEW ZEALAND,M,Não informada,N,Manhã,0,1,0
1702,21-Jan-2004,2004.0,Unprovoked,VENEZUELA,M,Não informada,N,Tarde,0,1,0
1703,21-Jan-2004,2004.0,Unprovoked,VENEZUELA,M,40,N,Manhã,0,1,0
1704,15-Jan-2004,2004.0,Boating,SOUTH AFRICA,M,Não informada,N,Manhã,0,1,0
1705,12-Jan-2004,2004.0,Unprovoked,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
1706,07-Jan-2004,2004.0,Unprovoked,SOUTH AFRICA,M,22,N,Manhã,0,1,0
1707,03-Jan-2004,2004.0,Invalid,NEW ZEALAND,M,Não informada,N,Tarde,0,1,0
1711,26-Dec-2003,2003.0,Invalid,USA,M,28,N,Manhã,0,1,0
1712,13-Dec-2003,2003.0,Unprovoked,USA,M,13,N,Manhã,0,1,0
1713,13-Dec-2003,2003.0,Unprovoked,NEW ZEALAND,M,45,Y,Noite,1,1,0
1714,08-Dec-2003,2003.0,Unprovoked,AUSTRALIA,M,36,N,Manhã,0,1,0
1715,30-Nov-2003,2003.0,Unprovoked,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
1716,30-Nov-2003,2003.0,Unprovoked,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
1717,27-Nov-2003,2003.0,Unprovoked,SOUTH AFRICA,M,21,Y,Manhã,1,1,0
1718,22-Nov-2003,2003.0,Unprovoked,USA,F,35,N,Tarde,0,0,1
1719,12-Nov-2003,2003.0,Unprovoked,INDIA,M,35,N,Manhã,0,1,0
1720,12-Nov-2003,2003.0,Unprovoked,USA,M,24,N,Manhã,0,1,0
1721,06-Nov-2003,2003.0,Unprovoked,EGYPT,M,Não informada,N,Manhã,0,1,0
1723,01-Nov-2003,2003.0,Unprovoked,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
1725,31-Oct-2003,2003.0,Unprovoked,USA,M,18,N,Tarde,0,1,0
1726,31-Oct-2003,2003.0,Unprovoked,AUSTRALIA,M,22,N,Tarde,0,1,0
1727,31-Oct-2003,2003.0,Unprovoked,USA,F,13,N,Manhã,0,0,1
1728,27-Oct-2003,2003.0,Unprovoked,USA,M,46,N,Manhã,0,1,0
1729,24-Oct-2003,2003.0,Invalid,USA,M,56,N,Manhã,0,1,0
1730,14-Oct-2003,2003.0,Unprovoked,USA,M,19,N,Manhã,0,1,0
1731,06-Oct-2003,2003.0,Invalid,USA,M,Não informada,Y,Manhã,1,1,0
1732,05-Oct-2003,2003.0,Unprovoked,USA,F,Não informada,N,Tarde,0,0,1
1733,05-Oct-2003,2003.0,Unprovoked,USA,M,18,N,Tarde,0,1,0
1734,05-Oct-2003,2003.0,Provoked,USA,M,30,N,Tarde,0,1,0
1735,05-Oct-2003,2003.0,Unprovoked,USA,M,50,N,Manhã,0,1,0
1736,05-Oct-2003,2003.0,Unprovoked,USA,F,41,N,Manhã,0,0,1
1737,29-Sep-2003,2003.0,Unprovoked,FIJI,M,40,Y,Noite,1,1,0
1738,28-Sep-2003,2003.0,Unprovoked,USA,M,16,N,Manhã,0,1,0
1739,21-Sep-2003,2003.0,Unprovoked,USA,M,21,N,Manhã,0,1,0
1740,19-Sep-2003,2003.0,Unprovoked,USA,M,19,N,Tarde,0,1,0
1741,17-Sep-2003,2003.0,Unprovoked,USA,M,17,N,Tarde,0,1,0
1742,14-Sep-2003,2003.0,Unprovoked,USA,M,30,N,Tarde,0,1,0
1744,14-Sep-2003,2003.0,Invalid,USA,F,9,N,Manhã,0,0,1
1745,13-Sep-2003,2003.0,Unprovoked,USA,M,18,N,Tarde,0,1,0
1746,13-Sep-2003,2003.0,Unprovoked,USA,M,15,N,Tarde,0,1,0
1747,12-Sep-2003,2003.0,Unprovoked,SOUTH AFRICA,M,19,Y,Tarde,1,1,0
1749,29-Aug-2003,2003.0,Provoked,USA,M,Não informada,N,Manhã,0,1,0
1750,19-Aug-2003,2003.0,Unprovoked,USA,F,50,Y,Manhã,1,0,1
1751,12-Aug-2003,2003.0,Invalid,USA,M,31,N,Madrugada,0,1,0
1752,08-Aug-2003,2003.0,Unprovoked,SOUTH AFRICA,M,16,N,Manhã,0,1,0
1753,26-Jul-2003,2003.0,Unprovoked,AUSTRALIA,M,37,N,Manhã,0,1,0
1754,20-Jul-2003,2003.0,Unprovoked,USA,M,18,N,Tarde,0,1,0
1755,15-Jul-2003,2003.0,Unprovoked,USA,F,15,N,Tarde,0,0,1
1756,10-Jul-2003,2003.0,Unprovoked,BAHAMAS,M,58,N,Tarde,0,1,0
1757,05-Jul-2003,2003.0,Provoked,USA,M,10,N,Manhã,0,1,0
1758,05-Jul-2003,2003.0,Unprovoked,USA,M,21,N,Manhã,0,1,0
1759,04-Jul-2003,2003.0,Unprovoked,BAHAMAS,M,39,N,Tarde,0,1,0
1763,30-Jun-2003,2003.0,Unprovoked,USA,M,17,N,Manhã,0,1,0
1764,26-Jun-2003,2003.0,Unprovoked,USA,M,15,N,Manhã,0,1,0
1765,24-Jun-2003,2003.0,Unprovoked,BRAZIL,M,Não informada,Y,Manhã,1,1,0
1766,24-Jun-2003,2003.0,Unprovoked,USA,F,12,N,Tarde,0,0,1
1767,24-Jun-2003,2003.0,Unprovoked,USA,M,60,N,Manhã,0,1,0
1768,22-Jun-2003,2003.0,Unprovoked,USA,M,51,N,Tarde,0,1,0
1769,19-Jun-2003,2003.0,Unprovoked,USA,M,33,N,Tarde,0,1,0
1772,25-May-2003,2003.0,Unprovoked,USA,M,18,N,Manhã,0,1,0
1773,14-May-2003,2003.0,Unprovoked,USA,M,22,N,Manhã,0,1,0
1774,10-May-2003,2003.0,Unprovoked,USA,M,20,N,Manhã,0,1,0
1775,07-May-2003,2003.0,Provoked,USA,M,34,N,Manhã,0,1,0
1776,03-May-2003,2003.0,Unprovoked,USA,F,9,N,Manhã,0,0,1
1778,26-Apr-2003,2003.0,Provoked,BRAZIL,M,Não informada,N,Manhã,0,1,0
1779,25-Apr-2003,2003.0,Unprovoked,BRAZIL,M,16,N,Tarde,0,1,0
1780,23-Apr-2003,2003.0,Unprovoked,BRAZIL,M,17,N,Tarde,0,1,0
1781,23-Apr-2003,2003.0,Unprovoked,BRAZIL,M,7,N,Manhã,0,1,0
1782,21-Apr-2003,2003.0,Unprovoked,USA,M,36,N,Tarde,0,1,0
1783,21-Apr-2003,2003.0,Unprovoked,USA,M,17,N,Manhã,0,1,0
1784,20-Apr-2003,2003.0,Unprovoked,USA,M,30,N,Tarde,0,1,0
1785,20-Apr-2003,2003.0,Unprovoked,USA,M,23,N,Manhã,0,1,0
1786,20-Apr-2003,2003.0,Unprovoked,USA,M,18,N,Tarde,0,1,0
1787,19-Apr-2003,2003.0,Unprovoked,USA,M,11,N,Manhã,0,1,0
1788,18-Apr-2003,2003.0,Unprovoked,USA,M,12,N,Manhã,0,1,0
1789,15-Apr-2003,2003.0,Unprovoked,USA,M,20,N,Manhã,0,1,0
1790,11-Apr-2003,2003.0,Unprovoked,VENEZUELA,M,28,N,Manhã,0,1,0
1791,09-Apr-2003,2003.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
1792,04-Apr-2003,2003.0,Unprovoked,USA,M,50,N,Manhã,0,1,0
1793,10-Mar-2003,2003.0,Provoked,USA,F,Não informada,N,Manhã,0,0,1
1794,27-Feb-2003,2003.0,Unprovoked,NEW ZEALAND,M,44,N,Manhã,0,1,0
1795,15-Feb-2003,2003.0,Unprovoked,AUSTRALIA,M,37,N,Manhã,0,1,0
1796,15-Feb-2003,2003.0,Unprovoked,USA,M,54,N,Manhã,0,1,0
1797,11-Feb-2003,2003.0,Unprovoked,AUSTRALIA,M,24,N,Manhã,0,1,0
1798,08-Feb-2003,2003.0,Unprovoked,AUSTRALIA,M,84,Y,Manhã,1,1,0
1799,17-Jan-2003,2003.0,Invalid,SOUTH AFRICA,M,14,N,Manhã,0,1,0
1800,03-Jan-2003,2003.0,Unprovoked,COSTA RICA,M,Não informada,N,Manhã,0,1,0
1801,02-Jan-2003,2003.0,Unprovoked,AUSTRALIA,F,Não informada,N,Manhã,0,0,1
1802,29-Dec-2002,2002.0,Unprovoked,AUSTRALIA,F,18,N,Manhã,0,0,1
1803,24-Dec-2002,2002.0,Unprovoked,SOUTH AFRICA,M,25,N,Tarde,0,1,0
1804,21-Dec-2002,2002.0,Unprovoked,AUSTRALIA,M,26,N,Manhã,0,1,0
1805,20-Dec-2002,2002.0,Invalid,AUSTRALIA,M,11,N,Manhã,0,1,0
1806,16-Dec-2002,2002.0,Unprovoked,AUSTRALIA,M,23,Y,Madrugada,1,1,0
1807,01-Dec-2002,2002.0,Unprovoked,BRAZIL,M,19,Y,Manhã,1,1,0
1808,28-Nov-2002,2002.0,Unprovoked,MICRONESIA,M,Não informada,N,Tarde,0,1,0
1809,28-Nov-2002,2002.0,Unprovoked,USA,M,48,N,Manhã,0,1,0
1810,17-Nov-2002,2002.0,Unprovoked,USA,F,34,N,Manhã,0,0,1
1811,14-Nov-2002,2002.0,Unprovoked,TURKS & CAICOS,F,41,N,Manhã,0,0,1
1812,11-Nov-2002,2002.0,Unprovoked,USA,M,21,N,Manhã,0,1,0
1813,02-Nov-2002,2002.0,Unprovoked,USA,M,16,N,Manhã,0,1,0
1815,30-Oct-2002,2002.0,Unprovoked,USA,F,60,N,Manhã,0,0,1
1816,14-Oct-2002,2002.0,Unprovoked,BRAZIL,M,36,Y,Tarde,1,1,0
1817,11-Oct-2002,2002.0,Unprovoked,USA,M,21,N,Tarde,0,1,0
1818,05-Oct-2002,2002.0,Unprovoked,USA,M,14,N,Manhã,0,1,0
1819,05-Oct-2002,2002.0,Unprovoked,USA,M,35,N,Manhã,0,1,0
1820,03-Oct-2002,2002.0,Unprovoked,USA,M,18,N,Tarde,0,1,0
1821,30-Sep-2002,2002.0,Unprovoked,USA,M,47,N,Tarde,0,1,0
1822,29-Sep-2002,2002.0,Unprovoked,USA,M,32,N,Manhã,0,1,0
1823,27-Sep-2002,2002.0,Unprovoked,USA,M,55,N,Tarde,0,1,0
1824,27-Sep-2002,2002.0,Provoked,USA,M,18,N,Tarde,0,1,0
1825,27-Sep-2002,2002.0,Provoked,TONGA,M,18,N,Tarde,0,1,0
1826,21-Sep-2002,2002.0,Unprovoked,USA,M,24,N,Manhã,0,1,0
1827,21-Sep-2002,2002.0,Unprovoked,USA,M,35,N,Manhã,0,1,0
1828,16-Sep-2002,2002.0,Unprovoked,BRAZIL,M,19,N,Tarde,0,1,0
1830,13-Sep-2002,2002.0,Unprovoked,SOUTH AFRICA,M,47,N,Tarde,0,1,0
1831,09-Sep-2002,2002.0,Unprovoked,USA,M,20,N,Tarde,0,1,0
1832,05-Sep-2002,2002.0,Provoked,USA,M,36,N,Tarde,0,1,0
1833,28-Aug-2002,2002.0,Unprovoked,USA,M,16,N,Tarde,0,1,0
1834,17-Aug-2002,2002.0,Unprovoked,USA,F,29,N,Tarde,0,0,1
1835,14-Aug-2002,2002.0,Unprovoked,USA,M,27,N,Tarde,0,1,0
1836,11-Aug-2002,2002.0,Unprovoked,USA,M,15,N,Tarde,0,1,0
1837,07-Aug-2002,2002.0,Unprovoked,USA,M,15,N,Manhã,0,1,0
1838,06-Aug-2002,2002.0,Provoked,UNITED KINGDOM,M,30,N,Manhã,0,1,0
1839,05-Aug-2002,2002.0,Unprovoked,USA,M,14,N,Manhã,0,1,0
1840,26-Jul-2002,2002.0,Unprovoked,USA,M,13,N,Noite,0,1,0
1841,20-Jul-2002,2002.0,Unprovoked,USA,F,15,N,Tarde,0,0,1
1842,10-Jul-2002,2002.0,Provoked,USA,M,19,N,Tarde,0,1,0
1843,09-Jul-2002,2002.0,Provoked,USA,M,41,Y,Madrugada,1,1,0
